date	year	week	nr	relevance	quality	comment
07.09.2056	73	38	3793			
14.09.2056	73	39	3794			
21.09.2056	73	40	3795			
28.09.2056	73	41	3796			
05.10.2056	73	42	3797			
12.10.2056	73	43	3798			
19.10.2056	73	44	3799			
26.10.2056	73	45	3800			
02.11.2056	73	46	3801			
09.11.2056	73	47	3802			
16.11.2056	73	48	3803			
23.11.2056	73	49	3804			
30.11.2056	73	50	3805			
07.12.2056	73	51	3806			
14.12.2056	73	52	3807			
21.12.2056	74	1	3808			
28.12.2056	74	2	3809			
04.01.2057	74	3	3810			
11.01.2057	74	4	3811			
18.01.2057	74	5	3812			
25.01.2057	74	6	3813			
01.02.2057	74	7	3814			
08.02.2057	74	8	3815			
15.02.2057	74	9	3816			
22.02.2057	74	10	3817			
01.03.2057	74	11	3818			
08.03.2057	74	12	3819			
15.03.2057	74	13	3820			
22.03.2057	74	14	3821			
29.03.2057	74	15	3822			
05.04.2057	74	16	3823			
12.04.2057	74	17	3824			
19.04.2057	74	18	3825			
26.04.2057	74	19	3826			
03.05.2057	74	20	3827			
10.05.2057	74	21	3828			
17.05.2057	74	22	3829			
24.05.2057	74	23	3830			
31.05.2057	74	24	3831			
07.06.2057	74	25	3832			
14.06.2057	74	26	3833			
21.06.2057	74	27	3834			
28.06.2057	74	28	3835			
05.07.2057	74	29	3836			
12.07.2057	74	30	3837			
19.07.2057	74	31	3838			
26.07.2057	74	32	3839			
02.08.2057	74	33	3840			
09.08.2057	74	34	3841			
16.08.2057	74	35	3842			
23.08.2057	74	36	3843			
30.08.2057	74	37	3844			
06.09.2057	74	38	3845			
13.09.2057	74	39	3846			
20.09.2057	74	40	3847			
27.09.2057	74	41	3848			
04.10.2057	74	42	3849			
11.10.2057	74	43	3850			
18.10.2057	74	44	3851			
25.10.2057	74	45	3852			
01.11.2057	74	46	3853			
08.11.2057	74	47	3854			
15.11.2057	74	48	3855			
22.11.2057	74	49	3856			
29.11.2057	74	50	3857			
06.12.2057	74	51	3858			
13.12.2057	74	52	3859			
20.12.2057	75	1	3860			
27.12.2057	75	2	3861			
03.01.2058	75	3	3862			
10.01.2058	75	4	3863			
17.01.2058	75	5	3864			
24.01.2058	75	6	3865			
31.01.2058	75	7	3866			
07.02.2058	75	8	3867			
14.02.2058	75	9	3868			
21.02.2058	75	10	3869			
28.02.2058	75	11	3870			
07.03.2058	75	12	3871			
14.03.2058	75	13	3872			
21.03.2058	75	14	3873			
28.03.2058	75	15	3874			
04.04.2058	75	16	3875			
11.04.2058	75	17	3876			
18.04.2058	75	18	3877			
25.04.2058	75	19	3878			
02.05.2058	75	20	3879			
09.05.2058	75	21	3880			
16.05.2058	75	22	3881			
23.05.2058	75	23	3882			
30.05.2058	75	24	3883			
06.06.2058	75	25	3884			
13.06.2058	75	26	3885			
20.06.2058	75	27	3886			
27.06.2058	75	28	3887			
04.07.2058	75	29	3888			
11.07.2058	75	30	3889			
18.07.2058	75	31	3890			
25.07.2058	75	32	3891			
01.08.2058	75	33	3892			
08.08.2058	75	34	3893			
15.08.2058	75	35	3894			
22.08.2058	75	36	3895			
29.08.2058	75	37	3896			
05.09.2058	75	38	3897			
12.09.2058	75	39	3898			
19.09.2058	75	40	3899			
26.09.2058	75	41	3900			
03.10.2058	75	42	3901			
10.10.2058	75	43	3902			
17.10.2058	75	44	3903			
24.10.2058	75	45	3904			
31.10.2058	75	46	3905			
07.11.2058	75	47	3906			
14.11.2058	75	48	3907			
21.11.2058	75	49	3908			
28.11.2058	75	50	3909			
05.12.2058	75	51	3910			
12.12.2058	75	52	3911			
19.12.2058	76	1	3912			
26.12.2058	76	2	3913			
02.01.2059	76	3	3914			
09.01.2059	76	4	3915			
16.01.2059	76	5	3916			
23.01.2059	76	6	3917			
30.01.2059	76	7	3918			
06.02.2059	76	8	3919			
13.02.2059	76	9	3920			
20.02.2059	76	10	3921			
27.02.2059	76	11	3922			
06.03.2059	76	12	3923			
13.03.2059	76	13	3924			
20.03.2059	76	14	3925			
27.03.2059	76	15	3926			
03.04.2059	76	16	3927			
10.04.2059	76	17	3928			
17.04.2059	76	18	3929			
24.04.2059	76	19	3930			
01.05.2059	76	20	3931			
08.05.2059	76	21	3932			
15.05.2059	76	22	3933			
22.05.2059	76	23	3934			
29.05.2059	76	24	3935			
05.06.2059	76	25	3936			
12.06.2059	76	26	3937			
19.06.2059	76	27	3938			
26.06.2059	76	28	3939			
03.07.2059	76	29	3940			
10.07.2059	76	30	3941			
17.07.2059	76	31	3942			
24.07.2059	76	32	3943			
31.07.2059	76	33	3944			
07.08.2059	76	34	3945			
14.08.2059	76	35	3946			
21.08.2059	76	36	3947			
28.08.2059	76	37	3948			
04.09.2059	76	38	3949			
11.09.2059	76	39	3950			
18.09.2059	76	40	3951			
25.09.2059	76	41	3952			
02.10.2059	76	42	3953			
09.10.2059	76	43	3954			
16.10.2059	76	44	3955			
23.10.2059	76	45	3956			
30.10.2059	76	46	3957			
06.11.2059	76	47	3958			
13.11.2059	76	48	3959			
20.11.2059	76	49	3960			
27.11.2059	76	50	3961			
04.12.2059	76	51	3962			
11.12.2059	76	52	3963			
18.12.2059	77	1	3964			
25.12.2059	77	2	3965			
01.01.2060	77	3	3966			
08.01.2060	77	4	3967			
15.01.2060	77	5	3968			
22.01.2060	77	6	3969			
29.01.2060	77	7	3970			
05.02.2060	77	8	3971			
12.02.2060	77	9	3972			
19.02.2060	77	10	3973			
26.02.2060	77	11	3974			
04.03.2060	77	12	3975			
11.03.2060	77	13	3976			
18.03.2060	77	14	3977			
25.03.2060	77	15	3978			
01.04.2060	77	16	3979			
08.04.2060	77	17	3980			
15.04.2060	77	18	3981			
22.04.2060	77	19	3982			
29.04.2060	77	20	3983			
06.05.2060	77	21	3984			
13.05.2060	77	22	3985			
20.05.2060	77	23	3986			
27.05.2060	77	24	3987			
03.06.2060	77	25	3988			
10.06.2060	77	26	3989			
17.06.2060	77	27	3990			
24.06.2060	77	28	3991			
01.07.2060	77	29	3992			
08.07.2060	77	30	3993			
15.07.2060	77	31	3994			
22.07.2060	77	32	3995			
29.07.2060	77	33	3996			
05.08.2060	77	34	3997			
12.08.2060	77	35	3998			
19.08.2060	77	36	3999			
26.08.2060	77	37	4000			
02.09.2060	77	38	4001			
09.09.2060	77	39	4002			
16.09.2060	77	40	4003			
23.09.2060	77	41	4004			
30.09.2060	77	42	4005			
07.10.2060	77	43	4006			
14.10.2060	77	44	4007			
21.10.2060	77	45	4008			
28.10.2060	77	46	4009			
04.11.2060	77	47	4010			
11.11.2060	77	48	4011			
18.11.2060	77	49	4012			
25.11.2060	77	50	4013			
02.12.2060	77	51	4014			
09.12.2060	77	52	4015			
16.12.2060	77	53	4016			
23.12.2060	78	1	4017			
30.12.2060	78	2	4018			
06.01.2061	78	3	4019			
13.01.2061	78	4	4020			
20.01.2061	78	5	4021			
27.01.2061	78	6	4022			
03.02.2061	78	7	4023			
10.02.2061	78	8	4024			
17.02.2061	78	9	4025			
24.02.2061	78	10	4026			
03.03.2061	78	11	4027			
10.03.2061	78	12	4028			
17.03.2061	78	13	4029			
24.03.2061	78	14	4030			
31.03.2061	78	15	4031			
07.04.2061	78	16	4032			
14.04.2061	78	17	4033			
21.04.2061	78	18	4034			
28.04.2061	78	19	4035			
05.05.2061	78	20	4036			
12.05.2061	78	21	4037			
19.05.2061	78	22	4038			
26.05.2061	78	23	4039			
02.06.2061	78	24	4040			
09.06.2061	78	25	4041			
16.06.2061	78	26	4042			
23.06.2061	78	27	4043			
30.06.2061	78	28	4044			
07.07.2061	78	29	4045			
14.07.2061	78	30	4046			
21.07.2061	78	31	4047			
28.07.2061	78	32	4048			
04.08.2061	78	33	4049			
11.08.2061	78	34	4050			
18.08.2061	78	35	4051			
25.08.2061	78	36	4052			
01.09.2061	78	37	4053			
08.09.2061	78	38	4054			
15.09.2061	78	39	4055			
22.09.2061	78	40	4056			
29.09.2061	78	41	4057			
06.10.2061	78	42	4058			
13.10.2061	78	43	4059			
20.10.2061	78	44	4060			
27.10.2061	78	45	4061			
03.11.2061	78	46	4062			
10.11.2061	78	47	4063			
17.11.2061	78	48	4064			
24.11.2061	78	49	4065			
01.12.2061	78	50	4066			
08.12.2061	78	51	4067			
15.12.2061	78	52	4068			
22.12.2061	79	1	4069			
29.12.2061	79	2	4070			
05.01.2062	79	3	4071			
12.01.2062	79	4	4072			
19.01.2062	79	5	4073			
26.01.2062	79	6	4074			
02.02.2062	79	7	4075			
09.02.2062	79	8	4076			
16.02.2062	79	9	4077			
23.02.2062	79	10	4078			
02.03.2062	79	11	4079			
09.03.2062	79	12	4080			
16.03.2062	79	13	4081			
23.03.2062	79	14	4082			
30.03.2062	79	15	4083			
06.04.2062	79	16	4084			
13.04.2062	79	17	4085			
20.04.2062	79	18	4086			
27.04.2062	79	19	4087			
04.05.2062	79	20	4088			
11.05.2062	79	21	4089			
18.05.2062	79	22	4090			
25.05.2062	79	23	4091			
01.06.2062	79	24	4092			
08.06.2062	79	25	4093			
15.06.2062	79	26	4094			
22.06.2062	79	27	4095			
29.06.2062	79	28	4096			
06.07.2062	79	29	4097			
13.07.2062	79	30	4098			
20.07.2062	79	31	4099			
27.07.2062	79	32	4100			
03.08.2062	79	33	4101			
10.08.2062	79	34	4102			
17.08.2062	79	35	4103			
24.08.2062	79	36	4104			
31.08.2062	79	37	4105			
07.09.2062	79	38	4106			
14.09.2062	79	39	4107			
21.09.2062	79	40	4108			
28.09.2062	79	41	4109			
05.10.2062	79	42	4110			
12.10.2062	79	43	4111			
19.10.2062	79	44	4112			
26.10.2062	79	45	4113			
02.11.2062	79	46	4114			
09.11.2062	79	47	4115			
16.11.2062	79	48	4116			
23.11.2062	79	49	4117			
30.11.2062	79	50	4118			
07.12.2062	79	51	4119			
14.12.2062	79	52	4120			
21.12.2062	80	1	4121			
28.12.2062	80	2	4122			
04.01.2063	80	3	4123			
11.01.2063	80	4	4124			
18.01.2063	80	5	4125			
25.01.2063	80	6	4126			
01.02.2063	80	7	4127			
08.02.2063	80	8	4128			
15.02.2063	80	9	4129			
22.02.2063	80	10	4130			
01.03.2063	80	11	4131			
08.03.2063	80	12	4132			
15.03.2063	80	13	4133			
22.03.2063	80	14	4134			
29.03.2063	80	15	4135			
05.04.2063	80	16	4136			
12.04.2063	80	17	4137			
19.04.2063	80	18	4138			
26.04.2063	80	19	4139			
03.05.2063	80	20	4140			
10.05.2063	80	21	4141			
17.05.2063	80	22	4142			
24.05.2063	80	23	4143			
31.05.2063	80	24	4144			
07.06.2063	80	25	4145			
14.06.2063	80	26	4146			
21.06.2063	80	27	4147			
28.06.2063	80	28	4148			
05.07.2063	80	29	4149			
12.07.2063	80	30	4150			
19.07.2063	80	31	4151			
26.07.2063	80	32	4152			
02.08.2063	80	33	4153			
09.08.2063	80	34	4154			
16.08.2063	80	35	4155			
23.08.2063	80	36	4156			
30.08.2063	80	37	4157			
06.09.2063	80	38	4158			
13.09.2063	80	39	4159			
20.09.2063	80	40	4160			
27.09.2063	80	41	4161			
04.10.2063	80	42	4162			
11.10.2063	80	43	4163			
18.10.2063	80	44	4164			
25.10.2063	80	45	4165			
01.11.2063	80	46	4166			
08.11.2063	80	47	4167			
15.11.2063	80	48	4168			
22.11.2063	80	49	4169			
29.11.2063	80	50	4170			
06.12.2063	80	51	4171			
13.12.2063	80	52	4172			
